NOMBRE OLT,SLOT,PTO,IP,CABLE,SPLITTER
OH_BOGHIEOLB_I_5800_23106_LaEspanola_2,8,0,10.37.60.26,6,13
OH_BOGALASTB_I_7360_11000_Autopista_2,4,15,10.37.50.186,6,13
OH_SANALDNTE_I_7360_Bucaramanga_Diamante_1,7,1,10.37.50.126,6,13
OH_SANALCTRO_I_7360_Bucaramanga_Centro_1,7,15,10.37.50.114,6,13
OH_SANALFIDA_I_7360_Bucaramanga_Florida_1,14,16,10.37.50.130,6,13
OH_SANALCERB_I_7360_Bucaramanga_Cabecera_2,3,8,10.37.50.110,6,13
OH_SANALCELA_I_7360_Bucaramanga_Ciudadela_1,12,14,10.37.50.118,6,13
OH_VALHIMNEC_I_5800_Cali_MakroCaney_3,2,5,10.37.51.62,6,13
OH_VALHICLOF_I_5800_Cali_SWColon_6,4,6,10.37.52.206,6,13
OH_VALALVILD_I_7360_Cali_ValledeLili_4,2,13,10.37.53.62,6,13
OH_BOLHITCEC_I_5800_Cartagena_Torices_3,7,5,10.37.53.38,6,13
OH_BOLHICTRB_I_5800_Cartagena_Centro_2,3,12,10.37.40.2,6,13
OH_BOLHICDEC_I_5800_Cartagena_Badel_3,6,3,10.37.50.214,6,13
OH_IBAHIPADC_I_5800_Ibague_Piedrapintada_3,5,15,10.37.52.34,6,13
OH_TOLALMITE_I_7360_Ibague_Margarita_5,17,1,10.37.53.234,6,13
OH_ANTHIAUEC_I_5800_Medellin_Aranjuez_3,12,1,10.37.53.70,6,13
OH_ANTALFICB_I_7360_Medellin_Federico_2,15,8,10.37.54.142,6,13
OH_HUIALCBAC_I_7360_Neiva_Ceibas_3,16,8,10.37.53.238,6,13
OH_ATLALSDAC_I_7360_Soledad_2000_3,5,7,10.37.53.230,6,13
OH_CUNALCENC_I_7360_Chia_Centro_3,4,7,10.37.53.114,6,13
OH_SANALPSTB_I_7360_Piedecuesta_2,7,13,10.37.52.134,6,13
OH_SUCALSEJB_I_7360_Sincelejo_Centro_2,7,9,10.37.54.82,6,13
OH_CUNALZIRC_I_7360_Zipaquira_Centro_3,8,15,10.37.53.110,6,13
OH_VALHITLUC_I_5800_Tulua_centro_3,11,6,10.37.53.58,6,13
OH_RISALPTRB_I_7360_Pereira_Centro_2,17,8,10.37.53.154,6,13
OH_NARALCTRC_I_7360_Pasto_Centro_3,2,8,10.37.54.74,6,13
OH_CESALSVAD_I_7360_Valledupar_SimonBolivar_4,5,9,10.37.55.78,6,13
OH_METHIENZB_I_5800_Villavicencio_Esperanza_2,8,7,10.37.40.154,6,13
OH_ANTALCLLB_I_7360_Medellin_Castilla_2,18,5,10.37.55.90,6,13
OH_CUNALGUNC_I_7360_CentrodeGravedad1_3,2,2,10.37.65.30,6,13
OH_RISALQDAC_I_7360_DQuebradas_Centro_3,4,8,10.37.65.194,6,13
OH_BOGALGDOH_I_7360_CentrodeGravedad2_8,15,15,10.37.65.198,6,13
OH_ANTALBLLB_I_7360_Bello_Centro_2,17,16,10.37.54.250,6,13
OH_ATLALVRID_I_7360_Barranquilla_Victoria_4,3,4,10.37.53.126,7,13
OH_BOGALMATG_I_7360_21000_Morato_7,4,3,10.37.54.94,7,13
OH_BOGALVRIB_I_7360_23000_VillaMaria_2,15,6,10.37.50.178,7,13
OH_BOGALASTB_I_7360_11000_Autopista_2,5,15,10.37.50.186,7,13
OH_BOGALMCOE_I_7360_53000_Marruecos_5,12,15,10.37.54.54,7,13
OH_SANHICELB_I_5800_Bucaramanga_Ciudadela_2,8,3,10.37.51.10,7,13
OH_SANALDNTE_I_7360_Bucaramanga_Diamante_1,8,16,10.37.50.126,7,13
OH_SANALCTRO_I_7360_Bucaramanga_Centro_1,13,7,10.37.50.114,7,13
OH_SANALPQUB_I_7360_Bucaramanga_Parque_2,2,13,10.37.50.142,7,13
OH_SANALFIDA_I_7360_Bucaramanga_Florida_1,15,4,10.37.50.130,7,13
OH_SANALCERB_I_7360_Bucaramanga_Cabecera_2,5,15,10.37.50.110,7,13
OH_BOLALTCEE_I_7360_Cartagena_Torices_5,2,14,10.37.55.58,7,13
OH_BOLHICTRB_I_5800_Cartagena_Centro_2,5,12,10.37.40.2,7,13
OH_BOLHICDEC_I_5800_Cartagena_Badel_3,12,15,10.37.50.214,7,13
OH_NORALAERE_I_7360_Cucuta_AVCero_5,5,14,10.37.55.158,7,13
OH_IBAHIPADC_I_5800_Ibague_Piedrapintada_3,8,7,10.37.52.34,7,13
OH_TOLHIMITB_I_5800_Ibague_Margarita_2,12,5,10.37.40.10,7,13
OH_ANTALAUED_I_7360_Medellin_Aranjuez_4,6,8,10.37.53.106,7,13
OH_HUIALCBAC_I_7360_Neiva_Ceibas_3,3,5,10.37.53.238,7,13
OH_ATLALSDAC_I_7360_Soledad_2000_3,16,15,10.37.53.230,7,13
OH_VALALTLUD_I_7360_Tulua_centro_4,8,2,10.37.53.170,7,13
OH_CUNALVTRC_I_7360_Facatativa_centro_3,2,12,10.37.53.210,7,13
OH_SANALPSTC_I_7360_Piedecuesta_3,6,14,10.37.53.78,7,13
OH_RISALPTRB_I_7360_Pereira_Centro_2,7,13,10.37.53.154,7,13
OH_NARALCTRC_I_7360_Pasto_Centro_3,6,4,10.37.54.74,7,13
OH_CESALSVAC_I_7360_Valledupar_SimonBolivar_3,7,9,10.37.54.58,7,13
OH_METHIENZC_I_5800_Villavicencio_Esperanza_3,2,0,10.37.52.166,7,13
OH_ANTALBLLB_I_7360_Bello_Centro_2,13,16,10.37.54.250,7,13
OH_RISALQDAC_I_7360_DQuebradas_Centro_3,5,15,10.37.65.194,7,13
OH_QUIHIGLAD_I_5800_Armenia_Galan_4,3,1,10.37.53.30,8,13
OH_BOGALGDOS_I_7360_CentrodeGravedad2_1,7,16,10.37.53.242,8,13
OH_BOGHIEOLC_I_5800_23106_LaEspanola_3,2,7,10.37.60.46,8,13
OH_BOGALASTB_I_7360_11000_Autopista_2,12,15,10.37.50.186,8,13
OH_BOGALVRIC_I_7360_23000_VillaMaria_3,3,16,10.37.50.182,8,13
OH_BOGALMCOE_I_7360_53000_Marruecos_5,16,3,10.37.54.54,8,13
OH_SANHICELB_I_5800_Bucaramanga_Ciudadela_2,5,10,10.37.51.10,8,13
OH_SANHIDNTB_I_5800_Bucaramanga_Diamante_2,3,10,10.37.60.54,8,13
OH_SANALFIDB_I_7360_Bucaramanga_Florida_2,1,10,10.37.50.134,8,13
OH_SANALPQUB_I_7360_Bucaramanga_Parque_2,7,7,10.37.50.142,8,13
OH_VALHICGOC_I_5800_Cali_Chiminangos_3,1,12,10.37.52.174,8,13
OH_BOLHICDED_I_5800_Cartagena_Badel_4,2,13,10.37.51.18,8,13
OH_NORALAERD_I_7360_Cucuta_AVCero_4,1,14,10.37.53.90,8,13
OH_TOLHIMITC_I_5800_Ibague_Margarita_3,12,3,10.37.52.146,8,13
OH_ANTALAUEF_I_7360_Medellin_Aranjuez_6,5,16,10.37.54.30,8,13
OH_ANTALIGUD_I_7360_Itagui_Centro_4,1,14,10.37.54.202,8,13
OH_CUNALSTRD_I_7360_Soacha_Centro_4,6,8,10.37.54.154,8,13
OH_ATLALSDAC_I_7360_Soledad_2000_3,17,11,10.37.53.230,8,13
OH_SANALPSTC_I_7360_Piedecuesta_3,6,4,10.37.53.78,8,13
OH_RISALPTRB_I_7360_Pereira_Centro_2,18,9,10.37.53.154,8,13
OH_CUNHIMTRC_I_5800_Madrid_Centro_3,1,10,10.37.52.66,8,13
OH_CESALSVAD_I_7360_Valledupar_SimonBolivar_4,2,6,10.37.55.78,8,13
OH_NARALCTRC_I_7360_Pasto_Centro_3,8,3,10.37.54.74,8,13
OH_ANTALCLLC_I_7360_Medellin_Castilla_3,7,2,10.37.65.34,8,13
OH_QUIHIGLAD_I_5800_Armenia_Galan_4,7,7,10.37.53.30,9,13
OH_BOGALMATG_I_7360_21000_Morato_7,8,3,10.37.54.94,9,13
OH_BOGALASTE_I_7360_11000_Autopista_5,7,8,10.37.50.250,9,13
OH_BOGHIVRID_I_5800_VillaMaria_23000_4,13,15,10.37.52.14,9,13
OH_SANHIDNTB_I_5800_Bucaramanga_Diamante_2,2,2,10.37.60.54,9,13
OH_SANHICELC_I_5800_Bucaramanga_Ciudadela_3,4,4,10.37.52.26,9,13
OH_SANALCERB_I_7360_Bucaramanga_Cabecera_2,13,12,10.37.50.110,9,13
OH_VALHICGOC_I_5800_Cali_Chiminangos_3,5,14,10.37.52.174,9,13
OH_BOLHICDED_I_5800_Cartagena_Badel_4,11,6,10.37.51.18,9,13
OH_TOLALMITD_I_7360_Ibague_Margarita_4,15,9,10.37.53.102,9,13
OH_ANTALIGUD_I_7360_Itagui_Centro_4,8,6,10.37.54.202,9,13
OH_ANTALAUED_I_7360_Medellin_Aranjuez_4,14,11,10.37.53.106,9,13
OH_ATLALSDAD_I_7360_Soledad_2000_4,15,10,10.37.54.86,9,13
OH_CUNHIMTRC_I_5800_Madrid_Centro_3,5,14,10.37.52.66,9,13
OH_CESALSVAD_I_7360_Valledupar_SimonBolivar_4,7,5,10.37.55.78,9,13
OH_NARALCTRC_I_7360_Pasto_Centro_3,17,3,10.37.54.74,9,13
OH_ANTALCLLC_I_7360_Medellin_Castilla_3,16,16,10.37.65.34,9,13
OH_BOGALASTE_I_7360_11000_Autopista_5,12,11,10.37.50.250,10,13
OH_BOGALMCOD_I_7360_53000_Marruecos_4,17,13,10.37.53.194,10,13
OH_BOGALVRIC_I_7360_23000_VillaMaria_3,8,15,10.37.50.182,10,13
OH_SANHIDNTC_I_5800_Bucaramanga_Diamante_3(Florida),1,13,10.37.51.2,10,13
OH_SANALPQUB_I_7360_Bucaramanga_Parque_2,13,13,10.37.50.142,10,13
OH_VALALCGOD_I_7360_Cali_Chiminangos_4,7,15,10.37.53.250,10,13
OH_BOLHICDEE_I_5800_Cartagena_Badel_5,2,1,10.37.52.30,10,13
OH_TOLALMITE_I_7360_Ibague_Margarita_5,5,4,10.37.53.234,10,13
OH_ANTALAUEE_I_7360_Medellin_Aranjuez_5,5,16,10.37.53.118,10,13
OH_CUNALSTRC_I_7360_Soacha_Centro_3,17,16,10.37.54.46,10,13
OH_ATLALSDAE_I_7360_Soledad_2000_5,3,3,10.37.55.18,10,13
OH_CESALSVAD_I_7360_Valledupar_SimonBolivar_4,12,11,10.37.55.78,10,13
OH_BOGALGDOF_I_7360_CentrodeGravedad2_6,2,2,10.37.65.18,10,13
OH_ANTALIGUE_I_7360_Itagui_Centro_5,1,15,10.37.65.186,10,13
OH_ANTALCLLD_I_7360_Medellin_Castilla_4,4,5,10.37.65.218,10,13
OH_BOGHIMATE_I_5800_21000_Morato_5,1,7,10.37.60.42,11,13
OH_BOGHIVRIE_I_5800_VillaMaria_23000_5,3,10,10.37.52.18,11,13
OH_SANALFIDB_I_7360_Bucaramanga_Florida_2,7,15,10.37.50.134,11,13
OH_SANHIDNTD_I_5800_Bucaramanga_Diamante_4,1,10,10.37.52.102,11,13
OH_BOLHICDEE_I_5800_Cartagena_Badel_5,13,12,10.37.52.30,11,13
OH_ANTALAUED_I_7360_Medellin_Aranjuez_4,16,7,10.37.53.106,11,13
OH_ATLALSDAE_I_7360_Soledad_2000_5,5,7,10.37.55.18,11,13
OH_CUNHIMQRC_I_5800_Mosquera_Centro_3,1,13,10.37.52.78,11,13
OH_BOGALGDOE_I_7360_CentrodeGravedad2_5,15,13,10.37.65.14,11,13
OH_BOGALASTH_I_7360_11000_Autopista_8,2,9,10.37.55.118,11,13
OH_ANTALCLLD_I_7360_Medellin_Castilla_4,13,14,10.37.65.218,11,13
OH_BOGALASTI_I_7360_11000_Autopista_9,3,10,10.37.55.182,12,13
OH_BOGHIVRIF_I_5800_VillaMaria_23000_6,3,4,10.37.52.22,12,13
OH_BOGHIMATE_I_5800_21000_Morato_5,12,6,10.37.60.42,12,13
OH_SANALPQUC_I_7360_Bucaramanga_Parque_3,2,8,10.37.50.146,12,13
OH_SANHIFIDC_I_5800_Bucaramanga_Florida_3,2,7,10.37.60.62,12,13
OH_VALALCGOE_I_7360_Cali_Chiminangos_5,1,12,10.37.54.106,12,13
OH_BOLHICDEE_I_5800_Cartagena_Badel_5,12,10,10.37.52.30,12,13
OH_TOLALMITE_I_7360_Ibague_Margarita_5,8,9,10.37.53.234,12,13
OH_ANTALAUEE_I_7360_Medellin_Aranjuez_5,17,9,10.37.53.118,12,13
OH_CUNHIMQRC_I_5800_Mosquera_Centro_3,6,15,10.37.52.78,12,13
OH_ATLALSDAE_I_7360_Soledad_2000_5,13,15,10.37.55.18,12,13
OH_BOGALMCOF_I_7360_53000_Marruecos_6,13,2,10.37.55.46,12,13
OH_BOGALGDOI_I_7360_CentrodeGravedad2_9,5,13,10.37.65.210,12,13
OH_BOGALASTI_I_7360_11000_Autopista_9,13,9,10.37.55.182,13,13
OH_BOGHIVRIF_I_5800_VillaMaria_23000_6,7,13,10.37.52.22,13,13
OH_SANALPQUC_I_7360_Bucaramanga_Parque_3,6,13,10.37.50.146,13,13
OH_BOLALCDEG_I_7360_Cartagena_Badel_7,1,13,10.37.53.226,13,13
OH_ANTALAUEF_I_7360_Medellin_Aranjuez_6,1,14,10.37.54.30,13,13
OH_VALALCGOE_I_7360_Cali_Chiminangos_5,14,9,10.37.54.106,13,13
OH_BOGALGDOE_I_7360_CentrodeGravedad2_5,1,14,10.37.65.14,13,13
OH_ATLALSDAF_I_7360_Soledad_2000_6,1,9,10.37.65.70,13,13
OH_BOGHIVRIE_I_5800_VillaMaria_23000_5,8,1,10.37.52.18,14,13
OH_BOGALGDOD_I_7360_CentrodeGravedad2_4,7,12,10.37.55.170,14,13
OH_SANALFIDD_I_7360_Bucaramanga_Florida_4,2,5,10.37.52.250,14,13
OH_BOLALCDEF_I_7360_Cartagena_Badel_6,6,14,10.37.53.142,14,13
OH_VALALCGOE_I_7360_Cali_Chiminangos_5,14,4,10.37.54.106,14,13
OH_BOGALASTG_I_7360_11000_Autopista_7,5,14,10.37.52.130,15,13
OH_BOGHIVRIF_I_5800_VillaMaria_23000_6,11,9,10.37.52.22,15,13
OH_SANALFIDB_I_7360_Bucaramanga_Florida_2,15,1,10.37.50.134,15,13
OH_BOLALCDEG_I_7360_Cartagena_Badel_7,7,13,10.37.53.226,15,13
OH_BOGALGDOE_I_7360_CentrodeGravedad2_5,17,5,10.37.65.14,15,13
OH_VALALCLOG_I_7360_Cali_SWColon_7,17,12,10.37.54.162,15,13
OH_BOGALASTC_I_7360_11000_Autopista_3,6,10,10.37.50.190,16,13
OH_BOGALPRSH_I_7360_51000_Progreso_8,16,9,10.37.53.134,16,13
OH_BOGALVRIH_I_7360_VillaMaria_23000_8,6,16,10.37.53.130,16,13
OH_BOLALCDEF_I_7360_Cartagena_Badel_6,16,10,10.37.53.142,16,13
OH_BOGHIPRSG_I_5800_51000_Progreso_7,7,7,10.37.53.42,17,13
OH_BOGALVRIG_I_7360_VillaMaria_23000_7,8,3,10.37.53.74,17,13
OH_BOLALCDEI_I_7360_Cartagena_BadelTurbaco_9,5,7,10.37.55.34,17,13
OH_BOGALGDOG_I_7360_CentrodeGravedad2_7,17,10,10.37.65.78,17,13
OH_BOGALASTE_I_7360_11000_Autopista_5,6,6,10.37.50.250,18,13
OH_BOGHIVRIF_I_5800_VillaMaria_23000_6,13,13,10.37.52.22,18,13
OH_BOGALGDOD_I_7360_CentrodeGravedad2_4,4,5,10.37.55.170,18,13
OH_BOGALPRSH_I_7360_51000_Progreso_8,6,14,10.37.53.134,18,13
OH_BOLALCDEH_I_7360_Cartagena_Badel_8,15,2,10.37.54.150,18,13
OH_BOGALASTG_I_7360_11000_Autopista_7,15,3,10.37.52.130,19,13
OH_BOGALPRSH_I_7360_51000_Progreso_8,1,8,10.37.53.134,19,13
OH_BOGALGDOF_I_7360_CentrodeGravedad2_6,18,13,10.37.65.18,19,13
OH_BOGALVRII_I_7360_VillaMaria_23000_9,4,3,10.37.53.254,20,13
OH_BOGALASTF_I_7360_11000_Autopista_6,7,13,10.37.60.34,20,13
OH_BOGALPRSH_I_7360_51000_Progreso_8,12,14,10.37.53.134,20,13
OH_BOGALGDOI_I_7360_CentrodeGravedad2_9,15,16,10.37.65.210,20,13
OH_BOGALASTG_I_7360_11000_Autopista_7,6,1,10.37.52.130,21,13
OH_BOGALPRSI_I_7360_51000_Progreso_9,8,3,10.37.53.206,21,13
OH_BOGALGDOF_I_7360_CentrodeGravedad2_6,17,5,10.37.65.18,21,13
OH_BOGALVRIB_I_7360_23000_VillaMaria_2,16,16,10.37.50.178,21,13
OH_BOGALPRSI_I_7360_51000_Progreso_9,15,3,10.37.53.206,22,13
OH_BOGALVRIC_I_7360_23000_VillaMaria_3,17,9,10.37.50.182,22,13
OH_BOGALGDOH_I_7360_CentrodeGravedad2_8,13,6,10.37.65.198,22,13
OH_BOGALGDOI_I_7360_CentrodeGravedad2_9,18,16,10.37.65.210,23,13
OH_BOGALGDOE_I_7360_CentrodeGravedad2_5,2,3,10.37.65.14,24,13
OH_BOGHIASAK_I_5800_52000_Asturias_11,7,2,10.37.52.54,34,13
OH_BOGHIASAK_I_5800_52000_Asturias_11,1,11,10.37.52.54,35,13
OH_BOGHIASAK_I_5800_52000_Asturias_11,11,15,10.37.52.54,36,13
OH_BOGHIASAL_I_5800_52000_Asturias_12,8,9,10.37.52.58,37,13
OH_BOGHIASAL_I_5800_52000_Asturias_12,4,10,10.37.52.58,38,13
OH_BOGALASAP_I_7360_52000_Asturias_16,3,1,10.37.53.218,40,13
OH_BOGALASAQ_I_7360_52000_Asturias_17,7,4,10.37.54.42,42,13
OH_BOGALASAP_I_7360_52000_Asturias_16,5,1,10.37.53.218,43,13
OH_BOGALASAQ_I_7360_52000_Asturias_17,15,1,10.37.54.42,44,13
OH_CUNHICENB_I_5800_Chia_Centro_2,16,6,10.37.52.114,7,14
OH_ATLALVTRC_I_7360_Barranquilla_VillaCampestre_3,1,14,10.37.55.178,1,14
OH_ATLALEDIC_I_7360_Barranquilla_Estadio_3,1,9,10.37.55.142,1,14
OH_ATLALNNTD_I_7360_Barranquilla_NuevoHorizonte_4,1,14,10.37.55.174,1,14
OH_ATLALBREB_I_7360_Barranquilla_BuenosAires_2,1,13,10.37.50.202,1,14
OH_ATLHIVRIA_I_5800_Barranquilla_Victoria_1,1,14,10.37.52.2,1,14
OH_ATLHISSCO_I_5800_Barranquilla_SanFrancisco,5,3,10.37.40.114,1,14
OH_ATLHIDIAS_I_5800_Barraquilla_Delicias,1,13,10.37.40.22,1,14
OH_ATLALTDAD_I_7360_Barranquilla_Trinidad,1,11,10.37.54.246,1,14
OH_ATLALSNTC_I_7360_Barranquilla_SanVicente_3,1,14,10.37.50.198,1,14
OH_ATLHICTRO_I_5800_Barranquilla_Centro,1,13,10.37.40.18,1,14
OH_ATLHICIBE_I_5800_Barraquilla_Caribe,1,13,10.37.40.46,1,14
OH_BOGHIVRIA_I_5800_VillaMaria_23000,12,1,10.37.50.46,1,14
OH_BOGALGDOS_I_7360_CentrodeGravedad2_1,15,16,10.37.53.242,1,14
OH_BOGHIMCOB_I_5800_53000_Marruecos_2,6,10,10.37.52.154,1,14
OH_BOGHICTRO_I_5800_51261_Centro_1,3,9,10.37.52.90,1,14
OH_BOGHIEOLA_I_5800_23106_LaEspanola,1,5,10.37.60.18,1,14
OH_BOGALEIVA_I_7360_32050_Engativa_1,1,15,10.37.54.62,1,14
OH_SANALFIDD_I_7360_Bucaramanga_Florida_4,6,10,10.37.52.250,1,14
OH_SANALPQUE_I_7360_Bucaramanga_Parque_1,1,5,10.37.50.138,1,14
OH_SANALDNTE_I_7360_Bucaramanga_Diamante_1,1,9,10.37.50.126,1,14
OH_SANALCROS_I_7360_Bucaramanga_Comuneros_1,2,12,10.37.50.122,1,14
OH_SANALKEDY_I_7360_Bucaramanga_Kennedy_1,1,10,10.37.52.202,1,14
OH_SANALCERA_I_7360_Bucaramanga_Cabecera_1,1,6,10.37.50.106,1,14
OH_SANALCELA_I_7360_Bucaramanga_Ciudadela_1,1,10,10.37.50.118,1,14
OH_VALALMADC_I_7360_Cali_Morada_3,1,15,10.37.55.242,1,14
OH_VALALCEAF_I_7360_Cali_CaminoReal_6,1,14,10.37.55.230,1,14
OH_VALALCLOH_I_7360_Cali_SWColon_8,1,16,10.37.55.106,1,14
OH_VALALRGID_I_7360_Cali_Refugio_4,1,4,10.37.53.46,1,14
OH_VALHICTRO_I_5800_Cali_Centro_1,1,8,10.37.52.214,1,14
OH_VALALCDID_I_7360_Cali_CiudadJardin_4,1,14,10.37.55.226,1,14
OH_VALALAOPD_I_7360_Cali_Acopi_4,1,14,10.37.55.126,1,14
OH_BOLHICDEL_I_5800_Cartagena_Badel,1,13,10.37.40.6,1,14
OH_BOLHICQUE_I_5800_Cartagena_Bosque_1,2,2,10.37.52.106,1,14
OH_BOLALTCED_I_7360_Cartagena_Torices_4,3,1,10.37.55.54,1,14
OH_NORALLTAC_I_7360_Cucuta_Libertad_3,1,3,10.37.55.202,1,14
OH_NORHIPSTE_I_5800_Cucuta_PradosDelEste,1,13,10.37.40.38,1,14
OH_NORHIVLUB_I_5800_VillaDelRosario_Club,1,13,10.37.40.42,1,14
OH_NORHIAERO_I_5800_Cucuta_AVCero,2,2,10.37.40.14,1,14
OH_TOLALMITF_I_7360_Ibague_Margarita_6,1,14,10.37.55.218,1,14
OH_TOLALCERC_I_7360_Ibague_Chapinero_3,1,14,10.37.55.214,1,14
OH_ANTHIAUEZ_I_5800_Medellin_Aranjuez_1,1,14,10.37.52.70,1,14
OH_ANTALFICO_I_7360_Medellin_Federico_1,1,15,10.37.54.66,1,14
OH_ANTALCLLA_I_7360_Medellin_Castilla,1,15,10.37.55.14,1,14
OH_HUIALBLED_I_7360_Neiva_Buganviles_4,1,14,10.37.55.190,1,14
OH_HUIALTILA_I_7360_Neiva_Tuquila_1,2,9,10.37.52.198,1,14
OH_MAGHICELA_I_5800_SantaMarta_Ciudadela,1,13,10.37.50.14,1,14
OH_MAGHISIVO_I_5800_SantaMarta_Polideportivo,2,1,10.37.50.10,1,14
OH_MAGHISTRO_I_5800_SantaMarta_Centro,3,11,10.37.50.6,1,14
OH_MAGHIRERO_I_5800_SantaMarta_Rodadero,1,4,10.37.50.74,1,14
OH_CUNALGUNB_I_7360_CentrodeGravedad1_2,4,14,10.37.54.50,1,14
OH_ATLHISDAD_I_5800_Soledad_2000_1,5,1,10.37.52.82,1,14
OH_CUNALCEND_I_7360_Chia_Centro_4,1,13,10.37.55.130,1,14
OH_VALALCAGO_I_7360_Cartago_Centro,8,4,10.37.54.102,1,14
OH_SANALCBRE_I_7360_Floridablanca_Cumbre_1,1,16,10.37.52.138,1,14
OH_SANALPADB_I_7360_Giron_Poblado_2(Giron),6,6,10.37.52.254,1,14
OH_SANALBEJA_I_7360_Barrancabermeja_Centro_1,1,15,10.37.53.158,1,14
OH_HUIALPITO_I_7360_Pitalito_Centro_1,3,7,10.37.53.2,1,14
OH_CORHICANA_I_5800_Monteria_LaCastellana,1,11,10.37.50.50,1,14
OH_BOLALTACO_I_7360_Turbaco_Centro,3,13,10.37.54.214,1,14
OH_BOYALMCAS_I_7360_Tunja_Muiscas_1,3,2,10.37.50.162,1,14
OH_VALHIJNDB_I_5800_Jamundi_Centro_2,1,14,10.37.52.210,1,14
OH_QUIALCRCA_I_7360_Calarca_Centro,1,15,10.37.54.138,1,14
OH_RISALQDAS_I_7360_DQuebradas_Centro,1,12,10.37.54.174,1,14
OH_RISHISBAL_I_5800_SantaRosaDeCabal,7,13,10.37.54.158,1,14
OH_CAUALSHAO_I_7360_Squilichao_Centro,5,2,10.37.54.194,1,14
OH_VALALBUGA_I_7360_Buga_Centro,4,7,10.37.54.130,1,14
OH_CUNALZIRD_I_7360_Zipaquira_Centro_4,2,11,10.37.55.166,1,14
OH_MAGALCAGA_I_7360_Cienaga_Centro,1,15,10.37.54.166,1,14
OH_NARALCTRO_I_7360_Pasto_Centro_1,1,11,10.37.50.158,1,14
OH_HUIALGZON_I_7360_Garzon_Centro,2,14,10.37.54.178,1,14
OH_SANALPSTC_I_7360_Piedecuesta_3,15,2,10.37.53.78,1,14
OH_CALALMTEB_I_7360_Manizales_Cervantes_2,3,10,10.37.55.10,1,14
OH_BOYALSOSO_I_7360_Sogamoso_Centro,4,10,10.37.54.222,1,14
OH_METALAIAS_I_7360_Acacias_Centro,1,9,10.37.54.98,1,14
OH_ANTALRGRO_I_7360_Rionegro_Centro,3,10,10.37.54.210,1,14
OH_NORALOANA_I_7360_Ocana_Centro,5,10,10.37.54.134,1,14
OH_VALALTLUE_I_7360_Tulua_centro_5,1,14,10.37.55.254,1,14
OH_CORALMTRO_I_7360_Monteria_Centro_1,1,14,10.37.50.150,1,14
OH_CAUALPYAN_I_7360_Popayan_Centro_1,1,7,10.37.54.78,1,14
OH_CAQHIFTRO_I_5800_Florencia_Centro_1,1,14,10.37.52.222,1,14
OH_ATLALPBIA_I_7360_PColombia_Centro,1,15,10.37.54.230,1,14
OH_CUNHIFNZB_I_5800_Funza_Centro_2,1,13,10.37.52.218,1,14
OH_CAQALCDUY_I_7360_Florencia_Cunduy_1,1,14,10.37.52.246,1,14
OH_CALHIMTRO_I_5800_Manizales_Centro_1,1,13,10.37.52.230,1,14
OH_CUNALFTRB_I_7360_Fusagasuga_Centro_1,1,4,10.37.50.166,1,14
OH_NORALPONA_I_7360_Pamplonacentro_1,6,12,10.37.54.146,1,14
OH_CUNALMAYO_I_7360_Fusagasuga_15deMayo_1,4,15,10.37.50.170,1,14
OH_RISHIPTRO_I_5800_Pereira_Centro_1,1,14,10.37.52.226,1,14
OH_BOYALTNJD_I_7360_Tunja_Centro_4,1,5,10.37.55.154,1,14
OH_NARHIILES_I_5800_Ipiales_Centro,1,13,10.37.50.238,1,14
OH_CUNALCICD_I_7360_Cajica_4,1,14,10.37.55.186,1,14
OH_SANALZNGA_I_7360_Floridablanca_Zapamanga_1,5,1,10.37.52.142,1,14
OH_CESALAICA_I_7360_Aguachica_Centro,5,2,10.37.54.226,1,14
OH_CALALDRDA_I_7360_LaDorada_Centro,4,1,10.37.54.182,1,14
OH_CUNALCOTA_I_7360_Cota_Centro,1,5,10.37.54.170,1,14
OH_CAQALCNOS_I_7360_Florencia_Colonos_1,1,11,10.37.52.242,1,14
OH_NARHIVLES_I_5800_Pasto_Versalles,1,13,10.37.50.54,1,14
OH_CESHIENZA_I_5800_Valledupar_Esperanza,1,9,10.37.50.82,1,14
OH_CESHISVAR_I_5800_Valledupar_SimonBolivar,1,10,10.37.50.90,1,14
OH_METALCARE_I_7360_Villavicencio_Catumare_1,1,15,10.37.53.18,1,14
OH_METALVTIZ_I_7360_Villavicencio_VillaOrtiz_1,1,5,10.37.50.194,1,14
OH_METALCAMA_I_7360_Villavicencio_Catama_1,1,15,10.37.53.14,1,14
OH_METHICIBA_I_5800_Villavicencio_Ceiba_1,1,14,10.37.52.126,1,14
OH_METHIENZA_I_5800_Villavicencio_Esperanza,1,13,10.37.40.30,1,14
OH_METALCTRC_I_7360_Villavicencio_Centro_3,1,4,10.37.65.66,1,14
OH_METALPFIA_I_7360_Villavicencio_Porfia_1,1,15,10.37.53.26,1,14
OH_ANTALBLLO_I_7360_Bello_Centro,1,15,10.37.54.114,1,14
OH_VALALSICI_I_7360_Cali_SantaMonica_9,1,14,10.37.55.246,1,14
OH_VALALTAMC_I_7360_Cali_Tequendama_3,1,14,10.37.55.110,1,14
OH_VALALPIRE_I_7360_Palmira_Centro_5,1,14,10.37.55.162,1,14
OH_VALALVILG_I_7360_Cali_ValledeLili_7,2,7,10.37.55.74,1,14
OH_BOLALCTRC_I_7360_Cartagena_Centro_3,4,13,10.37.55.138,1,14
