CINUM,TIPO_EQUIPO,DESCRIPTION,CLASSSTRUCTUREID,DESCRIPTIONCLASSTRUCTUREID,CILOCATION,Direeción,JERARQUIA,STATUS,SIT_LOCATION,SIT_DESCRIPTION,OPERACION,PERSONGROUP,DIRECCION_IP,NOMBRE_OSS,DIRECCION_IP - NOMBRE_OSS,ZONA_OPERACIONES,ZONA_COMERCIAL,DEPTO_LOCATION,DEPTO_DESCRIPTION,MUN_LOCATION,MUN_DESCRIPTION,LOC_LOCATION,LOC_DESCRIPTION,BASERVICIO,DXSERVICIO,LINEAS_SERV,CIRCUITOS_SER,E1_SER,IPTV_SERVICIO,FABRICANTE,TIPO_SERVICIO,RED,PROVEEDOR_RED_PR,COMUNA_PR,POLIGONO_PR,REGION_PR,ZONA_OPERATIVA_PR,MES Clousing,MES,Año,Fecha Ope,Ing PE,Latitud,Longitud,Sala,Fila,Rack,Olt Corto,Fecha Cosecha,NUEVA ZONA ONNET,ZONA Secuoya,ZONA Dane,SIT_LOCATION2
OLT_FTTH_S16929__01,OLT_FTTH,,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S16929,CLL 18 18-19,P_2,OPERATING,S16929,ARAUCA_CENTRO,Onnet,,10.37.65.230,OH_ARAALARCA_I_7360_Arauca_Centro,10.37.65.230 - OH_ARAALARCA_I_7360_Arauca_Centro,,l,,ARAUCA,,ARAUCA,81001000,ARAUCA,,,,,,,NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,ARAUCA,ARAUCA (ARAUCA),ORIENTE,ORIENTE,Febrero,2026-02-25T00:00:00,2025,,Juan Pablo Niño Daza,7.082777241,-70.755925,Salon 1,1,1,OH_ARAALARCA_I_7360,2025-01-01T00:00:00,ORIENTE,ORIENTE,Zona1,S5598
OLT_FTTH_S25941_02,OLT_FTTH,ISAM7360 OH_ATLALBREB_I_7360_BARRANQUILLA_BUENOSAIRES_2 / OLT_FTTH / OLT_FTTH_S25941_02,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S25941,CALLE 44 # 7 - 65,P_2,OPERATING,S25941,BARRANQUILLA_BUENOS_AIRES,METROTEL,O_CAMBA,10.37.50.202,OH_ATLALBREB_I_7360_Barranquilla_BuenosAires_2,10.37.50.202 - OH_ATLALBREB_I_7360_Barranquilla_BuenosAires_2,CARIBE,CARIBE,D08,ATLANTICO,M08001,BARRANQUILLA,8001000,BARRANQUILLA,"943,00",",00","1.935,00",",00",",00","720,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BARRANQUILLA,BARRANQUILLA,CARIBE,CARIBE,Enero,ene-22,2022,,Jhon Fredy Lizarazo Rivera,10.9421,-74.7992,Conmutación,5,5J,OH_ATLALBREB_I_7360,2022-01-01T00:00:00,CARIBE NORTE,CARIBE,Zona1,S12972
OLT_FTTH_S8890_03,OLT_FTTH,ISAM7360 OH_ATLALCTRC_I_7360_BARRANQUILLA_CENTRO_3 / OLT_FTTH / OLT_FTTH_S17118_03,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S8890,"EDIF EDT TELECOM, CALLE 41 CON CARRERA 41",P_2,OPERATING,S8890,BARRANQUILLA_CENTRO,COLTEL,O_CAMBA,10.37.54.14,OH_ATLALCTRC_I_7360_Barranquilla_Centro_3,10.37.54.14 - OH_ATLALCTRC_I_7360_Barranquilla_Centro_3,CARIBE,CARIBE,D08,ATLANTICO,M08001,BARRANQUILLA,8001000,BARRANQUILLA,"4,00",",00","4,00",",00",",00","3,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BARRANQUILLA,BARRANQUILLA,CARIBE,CARIBE,Mayo,2026-05-23T00:00:00,2023,,Jhon Fredy Lizarazo Rivera,10.981126,-74.782678,Transmision ,19,5,OH_ATLALCTRC_I_7360,2023-04-01T00:00:00,CARIBE NORTE,CARIBE,Zona1,S23485
OLT_FTTH_S10920_04,OLT_FTTH,ISAM7360 OH_ATLALDIAD_I_7360_BARRAQUILLA_DEL¿CIAS_4 / OLT_FTTH / OLT_FTTH_S10920_04,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S10920,CARRERA 39 # 73 105,P_1,OPERATING,S10920,BARRANQUILLA_DELICIAS,COLTEL,O_CAMBA,10.37.55.122,OH_ATLALDIAD_I_7360_Barranquilla_Delicias_4,10.37.55.122 - OH_ATLALDIAD_I_7360_Barranquilla_Delicias_4,CARIBE,CARIBE,D08,ATLANTICO,M08001,BARRANQUILLA,8001000,BARRANQUILLA,"1.066,00",",00","6.038,00",",00",",00","4.599,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BARRANQUILLA,BARRANQUILLA,CARIBE,CARIBE,Enero,ene-22,2022,,Jhon Fredy Lizarazo Rivera,10.987369,-74.810525,Transmisión Piso3,8,1A,OH_ATLZTDIAB_I_C300,2022-01-01T00:00:00,CARIBE NORTE,CARIBE,Zona1,S1707
OLT_FTTH_S16641_2,OLT_FTTH,ISAM7360 OH_ATLALEDIB_I_7360_BARRANQUILLA_ESTADIO_2 / OLT_FTTH / OLT_FTTH_S16641_2,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S16641,CALLE 74 # 45-91,P_2,OPERATING,S16641,BARRANQUILLA_ESTADIO,COLTEL,O_CAMBA,10.37.53.174,OH_ATLALEDIB_I_7360_Barranquilla_Estadio_2,10.37.53.174 - OH_ATLALEDIB_I_7360_Barranquilla_Estadio_2,CARIBE,CARIBE,D08,ATLANTICO,M08001,BARRANQUILLA,8001000,BARRANQUILLA,"6,00",",00","6,00",",00",",00","3,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BARRANQUILLA,BARRANQUILLA,CARIBE,CARIBE,Marzo,2026-03-23T00:00:00,2023,,Jhon Fredy Lizarazo Rivera,10.995315,-74.808048,Salon Datos,124,B2,OH_ATLALEDIB_I_7360,2023-02-01T00:00:00,CARIBE NORTE,CARIBE,Zona1,S16048
OLT_FTTH_S16641_03,OLT_FTTH,ISAM7360 OH_ATLALEDIC_I_7360_BARRANQUILLA_ESTADIO_3 / OLT_FTTH / OLT_FTTH_S16641_03,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S16641,CALLE 74 # 45-91,P_2,OPERATING,S16641,BARRANQUILLA_ESTADIO,COLTEL,O_CAMBA,10.37.55.142,OH_ATLALEDIC_I_7360_Barranquilla_Estadio_3,10.37.55.142 - OH_ATLALEDIC_I_7360_Barranquilla_Estadio_3,CARIBE,CARIBE,D08,ATLANTICO,M08001,BARRANQUILLA,8001000,BARRANQUILLA,"6.059,00",",00","2.416,00",",00",",00","1.059,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BARRANQUILLA,BARRANQUILLA,CARIBE,CARIBE,Enero,ene-22,2022,,Jhon Fredy Lizarazo Rivera,10.995315,-74.808048,Transmisión,2,2,OH_ATLALEDIC_I_7360,2022-01-01T00:00:00,CARIBE NORTE,CARIBE,Zona1,S13214
OLT_FTTH_S17189_04,OLT_FTTH,ISAM7358 OH_ATLALNNTD_I_7360_BARRANQUILLA_NUEVOHORIZONTE_4 / OLT_FTTH / OLT_FTTH_S17189_04,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17189,CALLE 84 # 42D-58,P_2,OPERATING,S17189,BARRANQUILLA_NUEVO_HORIZONTE,COLTEL,O_CAMBA,10.37.55.174,OH_ATLALNNTD_I_7360_Barranquilla_NuevoHorizonte_4,10.37.55.174 - OH_ATLALNNTD_I_7360_Barranquilla_NuevoHorizonte_4,CARIBE,CARIBE,D08,ATLANTICO,M08001,BARRANQUILLA,8001000,BARRANQUILLA,"7.643,00",",00","2.853,00",",00",",00","1.787,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BARRANQUILLA,BARRANQUILLA,CARIBE,CARIBE,Enero,ene-22,2022,,Jhon Fredy Lizarazo Rivera,10.995123,-74.822588,Conmutación,15,1,OH_ATLALNNTD_I_7360,2022-01-01T00:00:00,CARIBE NORTE,CARIBE,Zona1,S6781
OLT_FTTH_S13872_01,OLT_FTTH,ISAM7360 OH_ATLALPBIA_I_7360_PCOLOMBIA_CENTRO / OLT_FTTH / OLT_FTTH_S13872_01,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S13872,CARRERA 4 CALLE 3,D_2,OPERATING,S13872,PUERTO_COLOMBIA_CENTRO,COLTEL,O_CAMBA,10.37.54.230,OH_ATLALPBIA_I_7360_PColombia_Centro,10.37.54.230 - OH_ATLALPBIA_I_7360_PColombia_Centro,CARIBE,CARIBE,D08,ATLANTICO,M08573,PUERTO COLOMBIA,8573000,PUERTO COLOMBIA,"252,00",",00","252,00",",00",",00","111,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,PUERTO COLOMBIA,SOLEDAD/PUERTO COLOMBIA,CARIBE,CARIBE,Diciembre ,dic-23,2023,,Jhon Fredy Lizarazo Rivera,10.9878,-74.959,,,,OH_ATLALPBIA_I_7360,2023-11-01T00:00:00,CARIBE NORTE,CARIBE,Zona1,S22414
OLT_FTTH_S17190_03,OLT_FTTH,ISAM7360 OH_ATLALSDAC_I_7360_SOLEDAD_2000_3 / OLT_FTTH / OLT_FTTH_S17190_03,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S10821,"CARRERA 11 CALLE 45 ESQUINA, ATLýNTICO - SOLEDAD",D_1,OPERATING,S10821,SOLEDAD_SOLEDAD_2000,COLTEL,O_CAMBA,10.37.53.230,OH_ATLALSDAC_I_7360_Soledad_2000_3,10.37.53.230 - OH_ATLALSDAC_I_7360_Soledad_2000_3,CARIBE,CARIBE,D08,ATLANTICO,M08758,SOLEDAD,8758000,SOLEDAD,"102,00",",00","102,00",",00",",00","48,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,SOLEDAD,SOLEDAD/PUERTO COLOMBIA,CARIBE,CARIBE,Diciembre,dic-22,2022,,Jhon Fredy Lizarazo Rivera,10.9085,-74.7836,Transmision,1,5,OH_ATLALSDAC_I_7360,2022-11-01T00:00:00,CARIBE NORTE,CARIBE,Zona1,S16046
OLT_FTTH_S10821_04,OLT_FTTH,ISAM7360 OH_ATLALSDAD_I_7360_SOLEDAD_2000_4 / OLT_FTTH / OLT_FTTH_S10821_04,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S10821,"CARRERA 11 CALLE 45 ESQUINA, ATLýNTICO - SOLEDAD",D_1,OPERATING,S10821,SOLEDAD_SOLEDAD_2000,COLTEL,O_CAMBA,10.37.54.86,OH_ATLALSDAD_I_7360_Soledad_2000_4,10.37.54.86 - OH_ATLALSDAD_I_7360_Soledad_2000_4,CARIBE,CARIBE,D08,ATLANTICO,M08758,SOLEDAD,8758000,SOLEDAD,"209,00",",00","209,00",",00",",00","59,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,SOLEDAD,SOLEDAD/PUERTO COLOMBIA,CARIBE,CARIBE,Junio,2026-06-23T00:00:00,2023,,Jhon Fredy Lizarazo Rivera,10.9085,-74.7836,Salon Tx 2,1,1,OH_ATLALSDAD_I_7360,2023-05-01T00:00:00,CARIBE NORTE,CARIBE,Zona1,S10920
OLT_FTTH_S10821_05,OLT_FTTH,ISAM7360 OH_ATLALSDAE_I_7360_SOLEDAD_2000_5 / OLT_FTTH / OLT_FTTH_S10821_05,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S10821,"CARRERA 11 CALLE 45 ESQUINA, ATLýNTICO - SOLEDAD",D_1,OPERATING,S10821,SOLEDAD_SOLEDAD_2000,COLTEL,O_CAMBA,10.37.55.18,OH_ATLALSDAE_I_7360_Soledad_2000_5,10.37.55.18 - OH_ATLALSDAE_I_7360_Soledad_2000_5,CARIBE,CARIBE,D08,ATLANTICO,M08758,SOLEDAD,8758000,SOLEDAD,"102,00",",00","102,00",",00",",00","32,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,SOLEDAD,SOLEDAD/PUERTO COLOMBIA,CARIBE,CARIBE,Octubre,2026-10-23T00:00:00,2023,,Jhon Fredy Lizarazo Rivera,10.9085,-74.7836,,,,OH_ATLALSDAE_I_7360,2023-09-01T00:00:00,CARIBE NORTE,CARIBE,Zona1,S22414
OLT_FTTH_S10821_06,OLT_FTTH,ISAM7360 OH_ATLALSDAF_I_7360_SOLEDAD_2000_6 / OLT_FTTH / OLT_FTTH_S10821_06,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S10821,"CARRERA 11 CALLE 45 ESQUINA, ATLýNTICO - SOLEDAD",D_1,OPERATING,S10821,SOLEDAD_SOLEDAD_2000,COLTEL,O_CAMBA,10.37.65.70,OH_ATLALSDAF_I_7360_Soledad_2000_6,10.37.65.70 - OH_ATLALSDAF_I_7360_Soledad_2000_6,CARIBE,CARIBE,D08,ATLANTICO,M08758,SOLEDAD,8758000,SOLEDAD,79,0,79,0,0,41,NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,SOLEDAD,SOLEDAD/PUERTO COLOMBIA,CARIBE,CARIBE,Junio,2026-06-24T00:00:00,2024,,Jhon Fredy Lizarazo Rivera,10.9085,-74.7836,,,,OH_ATLALSDAF_I_7360,2024-05-01T00:00:00,CARIBE NORTE,CARIBE,Zona1,S23827
OLT_FTTH_S25987_03,OLT_FTTH,ISAM7360 OH_ATLALSNTC_I_7360_BARRANQUILLA_SANVICENTE_3 / OLT_FTTH / OLT_FTTH_S25987_03,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S25987,CALLE 87 # 50 - 80,P_2,OPERATING,S25987,BARRANQUILLA_SAN_VICENTE,METROTEL,O_CAMBA,10.37.50.198,OH_ATLALSNTC_I_7360_Barranquilla_SanVicente_3,10.37.50.198 - OH_ATLALSNTC_I_7360_Barranquilla_SanVicente_3,CARIBE,CARIBE,D08,ATLANTICO,M08001,BARRANQUILLA,8001000,BARRANQUILLA,"517,00",",00","7.141,00",",00",",00","2.943,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BARRANQUILLA,BARRANQUILLA,CARIBE,CARIBE,Enero,ene-22,2022,,Jhon Fredy Lizarazo Rivera,11.0064,-74.8211,Conmutación,3,3K,OH_ATLALSNTC_I_7360,2022-01-01T00:00:00,CARIBE NORTE,CARIBE,Zona1,S1487
OLT_FTTH_S25987_06,OLT_FTTH,ISAM7360 OH_ATLALSNTF_I_7360_BARRANQUILLA_SANVICENTE_6 / OLT_FTTH / OLT_FTTH_S25987_06,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S25987,CALLE 87 # 50 - 80,P_2,OPERATING,S25987,BARRANQUILLA_SAN_VICENTE,METROTEL,O_CAMBA,10.37.65.74,OH_ATLALSNTF_I_7360_Barranquilla_SanVicente_6,10.37.65.74 - OH_ATLALSNTF_I_7360_Barranquilla_SanVicente_6,CARIBE,CARIBE,D08,ATLANTICO,M08001,BARRANQUILLA,8001000,BARRANQUILLA,20,0,20,0,0,4,NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BARRANQUILLA,BARRANQUILLA,CARIBE,CARIBE,Mayo,2026-05-24T00:00:00,2024,,Jhon Fredy Lizarazo Rivera,11.0064,-74.8211,,,,OH_ATLALSNTF_I_7360,2024-04-01T00:00:00,CARIBE NORTE,CARIBE,Zona1,S23795
OLT_FTTH_S25940_02,OLT_FTTH,ISAM7360 OH_ATLALSVAB_I_7360_SOLEDAD_SIMONBOLIVAR_2 / OLT_FTTH / OLT_FTTH_S25940_02,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S25940,CALLE 27 # 49 - 44 MZ G LO 159,P_2,OPERATING,S25940,SOLEDAD_SIMON_BOLIVAR,METROTEL,O_CAMBA,10.37.50.206,OH_ATLALSVAB_I_7360_Soledad_SimonBolivar_2,10.37.50.206 - OH_ATLALSVAB_I_7360_Soledad_SimonBolivar_2,CARIBE,CARIBE,D08,ATLANTICO,M08758,SOLEDAD,8758000,SOLEDAD,"5.760,00",",00","951,00",",00",",00","335,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,SOLEDAD,SOLEDAD/PUERTO COLOMBIA,CARIBE,CARIBE,Enero,ene-22,2022,,Jhon Fredy Lizarazo Rivera,10.9404,-74.774,Conmutación,6,6E,OH_ATLALSVAB_I_7360,2022-01-01T00:00:00,CARIBE NORTE,CARIBE,Zona1,S1306
OLT_FTTH_S16523_02,OLT_FTTH,ISAM7360 OH_ATLALTBOB_I_7360_BARRANQUILLA_TABOR_2 / OLT_FTTH / OLT_FTTH_S16523_02,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S43,CALLE 96 # 44 - 84,P_1,OPERATING,S43,BARRANQUILLA_TABOR,COLTEL,O_CAMBA,10.37.53.190,OH_ATLALTBOB_I_7360_Barranquilla_Tabor_2,10.37.53.190 - OH_ATLALTBOB_I_7360_Barranquilla_Tabor_2,CARIBE,CARIBE,D08,ATLANTICO,M08001,BARRANQUILLA,8001000,BARRANQUILLA,"24,00",",00","24,00",",00",",00","1,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BARRANQUILLA,BARRANQUILLA,CARIBE,CARIBE,Septiembre,2026-09-22T00:00:00,2022,,Jhon Fredy Lizarazo Rivera,11.004518,-74.830763,Transmisión,F,6,OH_ATLALTBOB_I_7360,2022-08-01T00:00:00,CARIBE NORTE,CARIBE,Zona1,S5495
OLT_FTTH_S29446_01,OLT_FTTH,ISAM7360 OH_ATLALTDAD_I_7360_BARRANQUILLA_TRINIDAD / OLT_FTTH / OLT_FTTH_S29446_01,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S29446,"Calle 110 #13-1, Barranquilla - AtlÃ¡ntico",D_2,OPERATING,S29446,BARRANQUILLA_TRINIDAD,COLTEL,O_CAMBA,10.37.54.246,OH_ATLALTDAD_I_7360_Barranquilla_Trinidad,10.37.54.246 - OH_ATLALTDAD_I_7360_Barranquilla_Trinidad,CARIBE,CARIBE,D08,ATLANTICO,M08001,BARRANQUILLA,8001000,BARRANQUILLA,"162,00",",00","162,00",",00",",00","85,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BARRANQUILLA,BARRANQUILLA,CARIBE,CARIBE,Julio,2026-07-23T00:00:00,2023,,Jhon Fredy Lizarazo Rivera,10.9676,-74.8382,Salon 1,Fila 2,1,OH_ATLALTDAD_I_7360,2023-06-01T00:00:00,CARIBE NORTE,CARIBE,Zona1,S23282
OLT_FTTH_S17124_04,OLT_FTTH,ISAM7360 OH_ATLALVRID_I_7360_BARRANQUILLA_VICTORIA_4 / OLT_FTTH / OLT_FTTH_S17124_04,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17124,CALLE 37 NO. 8C-03,P_2,OPERATING,S17124,BARRANQUILLA_VICTORIA,COLTEL,O_CAMBA,10.37.53.126,OH_ATLALVRID_I_7360_Barranquilla_Victoria_4,10.37.53.126 - OH_ATLALVRID_I_7360_Barranquilla_Victoria_4,CARIBE,CARIBE,D08,ATLANTICO,M08001,BARRANQUILLA,8001000,BARRANQUILLA,"48,00",",00","48,00",",00",",00","6,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BARRANQUILLA,BARRANQUILLA,CARIBE,CARIBE,Agosto,ago-22,2022,,Jhon Fredy Lizarazo Rivera,10.947468,-74.793828,Transmisión,1,3,OH_ATLALVRID_I_7360,2022-07-01T00:00:00,CARIBE NORTE,CARIBE,Zona1,S5571
OLT_FTTH_S17124_05,OLT_FTTH,ISAM7360 OH_ATLALVRIE_I_7360_BARRANQUILLA_VICTORIA_5 / OLT_FTTH / OLT_FTTH_S17124_05,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17124,CALLE 37 NO. 8C-03,P_2,OPERATING,S17124,BARRANQUILLA_VICTORIA,COLTEL,O_CAMBA,10.37.53.222,OH_ATLALVRIE_I_7360_Barranquilla_Victoria_5,10.37.53.222 - OH_ATLALVRIE_I_7360_Barranquilla_Victoria_5,CARIBE,CARIBE,D08,ATLANTICO,M08001,BARRANQUILLA,8001000,BARRANQUILLA,"159,00",",00","159,00",",00",",00","77,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BARRANQUILLA,BARRANQUILLA,CARIBE,CARIBE,Mayo,2026-05-23T00:00:00,2023,,Jhon Fredy Lizarazo Rivera,10.947468,-74.793828,Transmision ,1,1,OH_ATLALVRIE_I_7360,2023-04-01T00:00:00,CARIBE NORTE,CARIBE,Zona1,S23846
OLT_FTTH_S5495_02,OLT_FTTH,ISAM7360 OH_ATLALVTRB_I_7360_BARRAQUILLA_VILLACAMPESTRE_2 / OLT_FTTH / OLT_FTTH_S5495_02,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S5495,KILOMETRO 6 CARRERA 46 Y 51B,P_3,OPERATING,S5495,BARRANQUILLA_VILLA_CAMPESTRE,COLTEL,O_CAMBA,10.37.53.162,OH_ATLALVTRB_I_7360_Barraquilla_VillaCampestre_2,10.37.53.162 - OH_ATLALVTRB_I_7360_Barraquilla_VillaCampestre_2,CARIBE,CARIBE,D08,ATLANTICO,M08573,BARRANQUILLA,8573000,BARRANQUILLA,",00",",00",",00",",00",",00",",00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BARRANQUILLA,BARRANQUILLA,CARIBE,CARIBE,Septiembre,2026-09-22T00:00:00,2022,,Jhon Fredy Lizarazo Rivera,11.0179,-74.8618,Transmisión,2,6,OH_ATLALVTRB_I_7360,2022-08-01T00:00:00,CARIBE NORTE,CARIBE,Zona1,S22414
OLT_FTTH_S5495_03,OLT_FTTH,ISAM7360 OH_ATLALVTRC_I_7360_BARRANQUILLA_VILLACAMPESTRE_3 / OLT_FTTH / OLT_FTTH_S5495_03,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S5495,KILOMETRO 6 CARRERA 46 Y 51B,P_3,OPERATING,S5495,BARRANQUILLA_VILLA_CAMPESTRE,COLTEL,O_CAMBA,10.37.55.178,OH_ATLALVTRC_I_7360_Barranquilla_VillaCampestre_3,10.37.55.178 - OH_ATLALVTRC_I_7360_Barranquilla_VillaCampestre_3,CARIBE,CARIBE,D08,ATLANTICO,M08573,BARRANQUILLA,8573000,BARRANQUILLA,"2.070,00",",00","1.994,00",",00",",00","1.447,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BARRANQUILLA,BARRANQUILLA,CARIBE,CARIBE,Enero,ene-22,2022,,Jhon Fredy Lizarazo Rivera,11.0179,-74.8618,Transmisión,6A,1,OH_ATLZTVTRE_I_C300,2022-01-01T00:00:00,CARIBE NORTE,CARIBE,Zona1,S8699
OLT_FTTH_S17161_01,OLT_FTTH,MA5800T OH_ATLHICIBE_I_5800_BARRAQUILLA_CARIBE / OLT_FTTH / OLT_FTTH_S17161_01,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17161,CALLE 96 NO. 53-56,P_2,OPERATING,S17161,BARRANQUILLA_CARIBE,COLTEL,O_CAMBA,10.37.40.46,OH_ATLHICIBE_I_5800_Barraquilla_CARIBE,10.37.40.46 - OH_ATLHICIBE_I_5800_Barraquilla_CARIBE,CARIBE,CARIBE,D08,ATLANTICO,M08001,BARRANQUILLA,8001000,BARRANQUILLA,"2.084,00",",00","4.975,00",",00",",00","3.604,00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BARRANQUILLA,BARRANQUILLA,CARIBE,CARIBE,Enero,ene-22,2022,,Jhon Fredy Lizarazo Rivera,10.01306,-74.82222,Transmisión,2,4,OH_ATLHICIBE_I_5800,2022-01-01T00:00:00,CARIBE NORTE,CARIBE,Zona1,S651
OLT_FTTH_S8890_02,OLT_FTTH,MA5800T OH_ATLHICTRB_I_5800_BARRANQUILLA_CENTRO_2 / OLT_FTTH / OLT_FTTH_S17118_02,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S8890,"EDIF EDT TELECOM, CALLE 41 CON CARRERA 41",P_2,OPERATING,S8890,BARRANQUILLA_CENTRO,COLTEL,O_CAMBA,10.37.40.102,OH_ATLHICTRB_I_5800_Barranquilla_Centro_2,10.37.40.102 - OH_ATLHICTRB_I_5800_Barranquilla_Centro_2,CARIBE,CARIBE,D08,ATLANTICO,M08001,BARRANQUILLA,8001000,BARRANQUILLA,"5.305,00",",00","3.884,00",",00",",00","2.695,00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BARRANQUILLA,BARRANQUILLA,CARIBE,CARIBE,Enero,ene-22,2022,,Jhon Fredy Lizarazo Rivera,10.981126,-74.782678,Conmutación Piso 2,1B,1,OH_ATLHICTRB_I_5800,2022-01-01T00:00:00,CARIBE NORTE,CARIBE,Zona1,S651
OLT_FTTH_S8890_01,OLT_FTTH,MA5800T OH_ATLHICTRO_I_5800_BARRANQUILLA_CENTRO / OLT_FTTH / OLT_FTTH_S17118_01,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S8890,"EDIF EDT TELECOM, CALLE 41 CON CARRERA 41",P_2,OPERATING,S8890,BARRANQUILLA_CENTRO,COLTEL,O_CAMBA,10.37.40.18,OH_ATLHICTRO_I_5800_Barranquilla_Centro,10.37.40.18 - OH_ATLHICTRO_I_5800_Barranquilla_Centro,CARIBE,CARIBE,D08,ATLANTICO,M08001,BARRANQUILLA,8001000,BARRANQUILLA,"16,00",",00","4.524,00",",00",",00","2.163,00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BARRANQUILLA,BARRANQUILLA,CARIBE,CARIBE,Enero,ene-22,2022,,Jhon Fredy Lizarazo Rivera,10.981126,-74.782678,Conmutación Piso 2,1B,1,OH_ATLHICTRO_I_5800,2022-01-01T00:00:00,CARIBE NORTE,CARIBE,Zona1,S651
OLT_FTTH_S16643_03,OLT_FTTH,MA5800T OH_ATLHIDIAC_I_5800_BARRAQUILLA_DELICIAS_3 / OLT_FTTH / OLT_FTTH_S16643_03,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S10920,CARRERA 39 # 73 105,P_1,OPERATING,S10920,BARRANQUILLA_DELICIAS,COLTEL,O_CAMBA,10.37.51.14,OH_ATLHIDIAC_I_5800_Barraquilla_Delicias_3,10.37.51.14 - OH_ATLHIDIAC_I_5800_Barraquilla_Delicias_3,CARIBE,CARIBE,D08,ATLANTICO,M08001,BARRANQUILLA,8001000,BARRANQUILLA,"175,00",",00","175,00",",00",",00","61,00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BARRANQUILLA,BARRANQUILLA,CARIBE,CARIBE,Septiembre,2026-09-22T00:00:00,2022,,Jhon Fredy Lizarazo Rivera,10.987369,-74.810525,Piso 3,8,8,OH_ATLHIDIAC_I_5800,2022-08-01T00:00:00,CARIBE NORTE,CARIBE,Zona1,S651
OLT_FTTH_S16643_01,OLT_FTTH,MA5800T OH_ATLHIDIAS_I_5800_BARRAQUILLA_DELICIAS / OLT_FTTH / OLT_FTTH_S16643_01,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S10920,CARRERA 39 # 73 105,P_1,OPERATING,S10920,BARRANQUILLA_DELICIAS,COLTEL,O_CAMBA,10.37.40.22,OH_ATLHIDIAS_I_5800_Barraquilla_Delicias,10.37.40.22 - OH_ATLHIDIAS_I_5800_Barraquilla_Delicias,CARIBE,CARIBE,D08,ATLANTICO,M08001,BARRANQUILLA,8001000,BARRANQUILLA,"7.953,00",",00","6.757,00",",00",",00","4.502,00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BARRANQUILLA,BARRANQUILLA,CARIBE,CARIBE,Enero,ene-22,2022,,Jhon Fredy Lizarazo Rivera,10.987369,-74.810525,Transmisión Piso3,8,1,OH_ATLHIDIAS_I_5800,2022-01-01T00:00:00,CARIBE NORTE,CARIBE,Zona1,S651
