CINUM,TIPO_EQUIPO,DESCRIPTION,CLASSSTRUCTUREID,DESCRIPTIONCLASSTRUCTUREID,CILOCATION,Direeción,JERARQUIA,STATUS,SIT_LOCATION,SIT_DESCRIPTION,OPERACION,PERSONGROUP,DIRECCION_IP,NOMBRE_OSS,DIRECCION_IP - NOMBRE_OSS,ZONA_OPERACIONES,ZONA_COMERCIAL,DEPTO_LOCATION,DEPTO_DESCRIPTION,MUN_LOCATION,MUN_DESCRIPTION,LOC_LOCATION,LOC_DESCRIPTION,BASERVICIO,DXSERVICIO,LINEAS_SERV,CIRCUITOS_SER,E1_SER,IPTV_SERVICIO,FABRICANTE,TIPO_SERVICIO,RED,PROVEEDOR_RED_PR,COMUNA_PR,POLIGONO_PR,REGION_PR,ZONA_OPERATIVA_PR,MES Clousing,MES,Año,Fecha Ope,Ing PE,Latitud,Longitud,Sala,Fila,Rack,Olt Corto,Fecha Cosecha,NUEVA ZONA ONNET,ZONA Secuoya,ZONA Dane,SIT_LOCATION2
OLT_FTTH_S16046_06,OLT_FTTH,ISAM 7360 OH_BOGALASTF_I_7360_11000_AUTOPISTA_6 / OLT_FTTH / OLT_FTTH_S16046_06,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S16046,AUTOPISTA NORTE # 134 A-20,P_1,OPERATING,S16046,11000_AUTOPISTA,COLTEL,O_CAMBO,10.37.60.34,OH_BOGALASTF_I_7360_11000_Autopista_6,10.37.60.34 - OH_BOGALASTF_I_7360_11000_Autopista_6,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","2.137,00",",00","5,00",",00",",00","4,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 1,BOGOTA 1,BOGOTA NORTE,BOGOTA,Enero,ene-22,2022,,Victor Alfonso Meneses Bayona,4.72046,-74.051,Transmisión,G,3A,OH_BOGALASTF_I_7360,2022-01-01T00:00:00,BOGOTA NORTE,BOGOTA,Zona1,S25987
OLT_FTTH_S16046_07,OLT_FTTH,ISAM7360 OH_BOGALASTG_I_7360_11000_AUTOPISTA_7 / OLT_FTTH / OLT_FTTH_S16046_07,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S16046,AUTOPISTA NORTE # 134 A-20,P_1,OPERATING,S16046,11000_AUTOPISTA,COLTEL,O_CAMBO,10.37.52.130,OH_BOGALASTG_I_7360_11000_Autopista_7,10.37.52.130 - OH_BOGALASTG_I_7360_11000_Autopista_7,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","13,00",",00","13,00",",00",",00","4,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 1,BOGOTA 1,BOGOTA NORTE,BOGOTA,Junio,2026-06-22T00:00:00,2022,,Victor Alfonso Meneses Bayona,4.72046,-74.051,Transmisión 1,H,3,OH_BOGALASTG_I_7360,2022-05-01T00:00:00,BOGOTA NORTE,BOGOTA,Zona1,S17121
OLT_FTTH_S16046_08,OLT_FTTH,ISAM7360 OH_BOGALASTH_I_7360_11000_AUTOPISTA_8 / OLT_FTTH / OLT_FTTH_S16046_08,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S16046,AUTOPISTA NORTE # 134 A-20,P_1,OPERATING,S16046,11000_AUTOPISTA,COLTEL,O_CAMBO,10.37.55.118,OH_BOGALASTH_I_7360_11000_Autopista_8,10.37.55.118 - OH_BOGALASTH_I_7360_11000_Autopista_8,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","6.695,00",",00","5.163,00",",00",",00","3.332,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 1,BOGOTA 1,BOGOTA NORTE,BOGOTA,Enero,ene-22,2022,,Victor Alfonso Meneses Bayona,4.72046,-74.051,Transmisión,G,1B,OH_BOGALASTH_I_7360_11000,2022-01-01T00:00:00,BOGOTA NORTE,BOGOTA,Zona1,S17124
OLT_FTTH_S16046_09,OLT_FTTH,ISAM7360 OH_BOGALASTI_I_7360_11000_AUTOPISTA_9 / OLT_FTTH / OLT_FTTH_S16046_09,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S16046,AUTOPISTA NORTE # 134 A-20,P_1,OPERATING,S16046,11000_AUTOPISTA,COLTEL,O_CAMBO,10.37.55.182,OH_BOGALASTI_I_7360_11000_Autopista_9,10.37.55.182 - OH_BOGALASTI_I_7360_11000_Autopista_9,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","590,00",",00","3.320,00",",00",",00","2.391,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 1,BOGOTA 1,BOGOTA NORTE,BOGOTA,Enero,ene-22,2022,,Victor Alfonso Meneses Bayona,4.72046,-74.051,Transmisión,G,1B,OH_BOGZTASTD_I_C300,2022-01-01T00:00:00,BOGOTA NORTE,BOGOTA,Zona1,S17124
OLT_FTTH_S17400_02,OLT_FTTH,ISAM7360 OH_BOGALCGOB_I_7360_32030_BOGOTA_COLFRIGOS_2 / OLT_FTTH / OLT_FTTH_S17400_02,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17400,CL 22 I # 120-10,D_2,OPERATING,S17400,32030_BOGOTA_COLFRIGOS,COLTEL,O_CAMBO,10.37.54.254,OH_BOGALCGOB_I_7360_32030_Bogota_Colfrigos_2,10.37.54.254 - OH_BOGALCGOB_I_7360_32030_Bogota_Colfrigos_2,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","4,00",",00","4,00",",00",",00","5,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 2,BOGOTA 2,BOGOTA OCCIDENTE,BOGOTA,Diciembre ,dic-23,2023,,Jose Leonardo Orjuela Vasquez,4.69139,-74.15056,,,,OH_BOGALCGOB_I_7360,2023-11-01T00:00:00,BOGOTA CENTRO,BOGOTA,Zona1,S17124
OLT_FTTH_S17400_03,OLT_FTTH,ISAM7360 OH_BOGALCGOC_I_7360_32030_BOGOTA_COLFRIGOS_3 / OLT_FTTH / OLT_FTTH_S17400_03,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17400,CL 22 I # 120-10,D_2,OPERATING,S17400,32030_BOGOTA_COLFRIGOS,COLTEL,O_CAMBO,10.37.65.22,OH_BOGALCGOC_I_7360_32030_Bogota_Colfrigos_3,10.37.65.22 - OH_BOGALCGOC_I_7360_32030_Bogota_Colfrigos_3,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.",15,0,15,0,0,5,NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 2,BOGOTA 2,BOGOTA OCCIDENTE,BOGOTA,Junio,2026-06-24T00:00:00,2024,,Jose Leonardo Orjuela Vasquez,4.69139,-74.15056,,,,OH_BOGALCGOC_I_7360,2024-05-01T00:00:00,BOGOTA CENTRO,BOGOTA,Zona1,S17244
OLT_FTTH_S17400_01,OLT_FTTH,ISAM7360 OH_BOGALCGOS_I_7360_32030_BOGOTACOLFRIGOS / OLT_FTTH / OLT_FTTH_S17400_01,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17400,CL 22 I # 120-10,D_2,OPERATING,S17400,32030_BOGOTA_COLFRIGOS,COLTEL,O_CAMBO,10.37.54.118,OH_BOGALCGOS_I_7360_32030_BogotaColfrigos,10.37.54.118 - OH_BOGALCGOS_I_7360_32030_BogotaColfrigos,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","29,00",",00","29,00",",00",",00","12,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 2,BOGOTA 2,BOGOTA OCCIDENTE,BOGOTA,Julio,2026-07-23T00:00:00,2023,,Jose Leonardo Orjuela Vasquez,4.69139,-74.15056,Salon Tx,1,1,OH_BOGALCGOS_I_7360,2023-06-01T00:00:00,BOGOTA CENTRO,BOGOTA,Zona1,S17244
OLT_FTTH_S17213_04,OLT_FTTH,ISAM7360 OH_BOGALCTRD_I_7360_51261_CENTRO_4 / OLT_FTTH / OLT_FTTH_S17213_04,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17213,KR 13A # 22 - 54 (tercer piso equipos),P_1,OPERATING,S17213,51261_TELECOM_CENTRO,COLTEL,O_CAMBO,10.37.53.198,OH_BOGALCTRD_I_7360_51261_Centro_4,10.37.53.198 - OH_BOGALCTRD_I_7360_51261_Centro_4,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","3,00",",00","3,00",",00",",00","2,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 2,BOGOTA 2,BOGOTA OCCIDENTE,BOGOTA,Diciembre,dic-22,2022,,Jose Leonardo Orjuela Vasquez,4.610575,-74.074112,Piso 3 Lado B,0,7A,OH_BOGALCTRD_I_7360,2022-11-01T00:00:00,BOGOTA CENTRO,BOGOTA,Zona1,S16046
OLT_FTTH_S17225_01,OLT_FTTH,ISAM7360 OH_BOGALEIVA_I_7360_32050_ENGATIVA_1 / OLT_FTTH / OLT_FTTH_S17225_01,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17225,KR 108 # 68C -72,D_3,OPERATING,S17225,32050_ENGATIVA,COLTEL,O_CAMBO,10.37.54.62,OH_BOGALEIVA_I_7360_32050_Engativa_1,10.37.54.62 - OH_BOGALEIVA_I_7360_32050_Engativa_1,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","178,00",",00","178,00",",00",",00","72,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 2,BOGOTA 2,BOGOTA OCCIDENTE,BOGOTA,Abril,abr-23,2023,,Jose Leonardo Orjuela Vasquez,4.70391,-74.12628,Salon ODF,1,A1,OH_BOGALEIVA_I_7360,2023-03-01T00:00:00,BOGOTA CENTRO,BOGOTA,Zona1,S16046
OLT_FTTH_S17225_02,OLT_FTTH,ISAM7360 OH_BOGALEIVB_I_7360_32050_ENGATIVA_2 / OLT_FTTH / OLT_FTTH_S17225_02,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17225,KR 108 # 68C -72,D_3,OPERATING,S17225,32050_ENGATIVA,COLTEL,O_CAMBO,10.37.54.238,OH_BOGALEIVB_I_7360_32050_Engativa_2,10.37.54.238 - OH_BOGALEIVB_I_7360_32050_Engativa_2,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","16,00",",00","16,00",",00",",00","5,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 2,BOGOTA 2,BOGOTA OCCIDENTE,BOGOTA,Junio,2026-06-23T00:00:00,2023,,Jose Leonardo Orjuela Vasquez,4.70391,-74.12628,Salon ODF,1,A1,OH_BOGALEIVB_I_7360,2023-05-01T00:00:00,BOGOTA CENTRO,BOGOTA,Zona1,S16046
OLT_FTTH_S17225_03,OLT_FTTH,ISAM7360 OH_BOGALEIVC_I_7360_32050_ENGATIVA_3 / OLT_FTTH / OLT_FTTH_S17225_03,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17225,KR 108 # 68C -72,D_3,OPERATING,S17225,32050_ENGATIVA,COLTEL,O_CAMBO,10.37.55.38,OH_BOGALEIVC_I_7360_32050_Engativa_3,10.37.55.38 - OH_BOGALEIVC_I_7360_32050_Engativa_3,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","1,00",",00","1,00",",00",",00",",00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 2,BOGOTA 2,BOGOTA OCCIDENTE,BOGOTA,Agosto,ago-23,2023,,Jose Leonardo Orjuela Vasquez,4.70391,-74.12628,Salon ODF,1,A1,OH_BOGALEIVC_I_7360,2023-07-01T00:00:00,BOGOTA CENTRO,BOGOTA,Zona1,S16046
OLT_FTTH_S17260_02,OLT_FTTH,ISAM7360 OH_BOGALGDOB_I_7360_CENTRODEGRAVEDAD2_2 / OLT_FTTH / OLT_FTTH_S17260_02,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17260,CL 56H SUR # 89 71 SAN MARTIN,P_2,OPERATING,S17260,BOGOTA_CENTRO_DE_GRAVEDAD_2,COLTEL,O_CAMBO,10.37.54.122,OH_BOGALGDOB_I_7360_CentrodeGravedad2_2,10.37.54.122 - OH_BOGALGDOB_I_7360_CentrodeGravedad2_2,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","19,00",",00","19,00",",00",",00","5,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 3,BOGOTA 3,BOGOTA SUR,BOGOTA,Julio,2026-07-23T00:00:00,2023,,Joan Manuel Mendoza zAlvare,4.63052,-74.18922,Salon Tx,2,3,OH_BOGALGDOB_I_7360,2023-06-01T00:00:00,BOGOTA SUR,BOGOTA,Zona1,S16046
OLT_FTTH_S17260_03,OLT_FTTH,ISAM7360 OH_BOGALGDOC_I_7360_CENTRODEGRAVEDAD2_3 / OLT_FTTH / OLT_FTTH_S17260_03,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17260,CL 56H SUR # 89 71 SAN MARTIN,P_2,OPERATING,S17260,BOGOTA_CENTRO_DE_GRAVEDAD_2,COLTEL,O_CAMBO,10.37.55.50,OH_BOGALGDOC_I_7360_CentrodeGravedad2_3,10.37.55.50 - OH_BOGALGDOC_I_7360_CentrodeGravedad2_3,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","58,00",",00","58,00",",00",",00","41,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 3,BOGOTA 3,BOGOTA SUR,BOGOTA,Septiembre,2026-09-23T00:00:00,2023,,Joan Manuel Mendoza zAlvare,4.63052,-74.18922,Salon Tx,2,3,OH_BOGALGDOC_I_7360,2023-08-01T00:00:00,BOGOTA SUR,BOGOTA,Zona1,S17213
OLT_FTTH_S17260_04,OLT_FTTH,ISAM7360 OH_BOGALGDOD_I_7360_CENTRODEGRAVEDAD2_4 / OLT_FTTH / OLT_FTTH_S17260_04,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17260,CL 56H SUR # 89 71 SAN MARTIN,P_2,OPERATING,S17260,BOGOTA_CENTRO_DE_GRAVEDAD_2,COLTEL,O_CAMBO,10.37.55.170,OH_BOGALGDOD_I_7360_CentrodeGravedad2_4,10.37.55.170 - OH_BOGALGDOD_I_7360_CentrodeGravedad2_4,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","48,00",",00","48,00",",00",",00","4,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 3,BOGOTA 3,BOGOTA SUR,BOGOTA,Noviembre,2026-11-23T00:00:00,2023,,Joan Manuel Mendoza zAlvare,4.63052,-74.18922,Salon Tx,2,3,OH_BOGALGDOD_I_7360,2023-10-01T00:00:00,BOGOTA SUR,BOGOTA,Zona1,S17245
OLT_FTTH_S17260_05,OLT_FTTH,ISAM7360 OH_BOGALGDOE_I_7360_CENTRODEGRAVEDAD2_5 / OLT_FTTH / OLT_FTTH_S17260_05,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17260,CL 56H SUR # 89 71 SAN MARTIN,P_2,OPERATING,S17260,BOGOTA_CENTRO_DE_GRAVEDAD_2,COLTEL,O_CAMBO,10.37.65.14,OH_BOGALGDOE_I_7360_CentrodeGravedad2_5,10.37.65.14 - OH_BOGALGDOE_I_7360_CentrodeGravedad2_5,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","34,00",",00","34,00",",00",",00","12,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 3,BOGOTA 3,BOGOTA SUR,BOGOTA,Enero,ene-24,2024,,Joan Manuel Mendoza zAlvare,4.63052,-74.18922,Salon Tx,2,3,OH_BOGALGDOE_I_7360,2023-12-01T00:00:00,BOGOTA SUR,BOGOTA,Zona1,S17228
OLT_FTTH_S17260_06,OLT_FTTH,ISAM7360 OH_BOGALGDOF_I_7360_CENTRODEGRAVEDAD2_6 / OLT_FTTH / OLT_FTTH_S17260_06,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17260,CL 56H SUR # 89 71 SAN MARTIN,P_2,OPERATING,S17260,BOGOTA_CENTRO_DE_GRAVEDAD_2,COLTEL,O_CAMBO,10.37.65.18,OH_BOGALGDOF_I_7360_CentrodeGravedad2_6,10.37.65.18 - OH_BOGALGDOF_I_7360_CentrodeGravedad2_6,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.",124,0,124,0,0,41,NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 3,BOGOTA 3,BOGOTA SUR,BOGOTA,Abril,abr-24,2024,,Joan Manuel Mendoza zAlvare,4.63052,-74.18922,Salon Tx,2,3,OH_BOGALGDOF_I_7360,2024-03-01T00:00:00,BOGOTA SUR,BOGOTA,Zona1,S17228
OLT_FTTH_S17260_07,OLT_FTTH,ISAM7360 OH_BOGALGDOG_I_7360_CENTRODEGRAVEDAD2_7 / OLT_FTTH / OLT_FTTH_S17260_07,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17260,CL 56H SUR # 89 71 SAN MARTIN,P_2,OPERATING,S17260,BOGOTA_CENTRO_DE_GRAVEDAD_2,COLTEL,O_CAMBO,10.37.65.78,OH_BOGALGDOG_I_7360_CentrodeGravedad2_7,10.37.65.78 - OH_BOGALGDOG_I_7360_CentrodeGravedad2_7,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.",142,0,142,0,0,39,NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 3,BOGOTA 3,BOGOTA SUR,BOGOTA,Junio,2026-06-24T00:00:00,2024,,Joan Manuel Mendoza zAlvare,4.63052,-74.18922,,,,OH_BOGALGDOG_I_7360,2024-05-01T00:00:00,BOGOTA SUR,BOGOTA,Zona1,S13168
OLT_FTTH_S17260_08,OLT_FTTH,ISAM7360 OH_BOGALGDOH_I_7360_CENTRODEGRAVEDAD2_8 / OLT_FTTH / OLT_FTTH_S17260_08,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17260,CL 56H SUR # 89 71 SAN MARTIN,P_2,OPERATING,S17260,BOGOTA_CENTRO_DE_GRAVEDAD_2,COLTEL,O_CAMBO,10.37.65.198,OH_BOGALGDOH_I_7360_CentrodeGravedad2_8,10.37.65.198 - OH_BOGALGDOH_I_7360_CentrodeGravedad2_8,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.",65,0,65,0,0,32,NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 3,BOGOTA 3,BOGOTA SUR,BOGOTA,Agosto,ago-24,2024,,Joan Manuel Mendoza zAlvare,4.63052,-74.18922,,,,OH_BOGALGDOH_I_7360,2024-07-01T00:00:00,BOGOTA SUR,BOGOTA,Zona1,S13168
OLT_FTTH_S17260_09,OLT_FTTH,ISAM7360 OH_BOGALGDOI_I_7360_CENTRODEGRAVEDAD2_9 / OLT_FTTH / OLT_FTTH_S17260_09,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17260,CL 56H SUR # 89 71 SAN MARTIN,P_2,OPERATING,S17260,BOGOTA_CENTRO_DE_GRAVEDAD_2,COLTEL,O_CAMBO,10.37.65.210,OH_BOGALGDOI_I_7360_CentrodeGravedad2_9,10.37.65.210 - OH_BOGALGDOI_I_7360_CentrodeGravedad2_9,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.",20,0,20,0,0,3,NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 3,BOGOTA 3,BOGOTA SUR,BOGOTA,Agosto,ago-24,2024,,Joan Manuel Mendoza zAlvare,4.63052,-74.18922,,,,OH_BOGALGDOI_I_7360,2024-07-01T00:00:00,BOGOTA SUR,BOGOTA,Zona1,S13168
OLT_FTTH_S17260_01,OLT_FTTH,ISAM7360 OH_BOGALGDOS_I_7360_CENTRODEGRAVEDAD2_1 / OLT_FTTH / OLT_FTTH_S17260_01,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17260,CL 56H SUR # 89 71 SAN MARTIN,P_2,OPERATING,S17260,BOGOTA_CENTRO_DE_GRAVEDAD_2,COLTEL,O_CAMBO,10.37.53.242,OH_BOGALGDOS_I_7360_CentrodeGravedad2_1,10.37.53.242 - OH_BOGALGDOS_I_7360_CentrodeGravedad2_1,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","118,00",",00","118,00",",00",",00","51,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 3,BOGOTA 3,BOGOTA SUR,BOGOTA,Abril,abr-23,2023,,Joan Manuel Mendoza zAlvare,4.63052,-74.18922,Transmision,6,1,OH_BOGALGDOS_I_7360,2023-03-01T00:00:00,BOGOTA SUR,BOGOTA,Zona1,S13168
OLT_FTTH_S22626_06,OLT_FTTH,ISAM7360 OH_BOGALMATF_I_7360_21000_MORATO_6 / OLT_FTTH / OLT_FTTH_S22626_06,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S22626,TRV 60  #  114A - 55,P_1,OPERATING,S22626,21000_MORATO,COLTEL,O_CAMBO,10.37.54.90,OH_BOGALMATF_I_7360_21000_Morato_6,10.37.54.90 - OH_BOGALMATF_I_7360_21000_Morato_6,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","5.065,00",",00","5.068,00",",00",",00","3.310,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 1,BOGOTA 1,BOGOTA NORTE,BOGOTA,Noviembre,2026-11-23T00:00:00,2023,,Victor Alfonso Meneses Bayona,4.695886,-74.07204,Planta interna Morato,AA,12,OH_BOGALMATF_I_7360,2023-10-01T00:00:00,BOGOTA NORTE,BOGOTA,Zona1,S13168
OLT_FTTH_S22626_07,OLT_FTTH,ISAM7360 OH_BOGALMATG_I_7360_21000_MORATO_7 / OLT_FTTH / OLT_FTTH_S22626_07,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S22626,TRV 60  #  114A - 55,P_1,OPERATING,S22626,21000_MORATO,COLTEL,O_CAMBO,10.37.54.94,OH_BOGALMATG_I_7360_21000_Morato_7,10.37.54.94 - OH_BOGALMATG_I_7360_21000_Morato_7,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","3.597,00",",00","3.597,00",",00",",00","2.185,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 1,BOGOTA 1,BOGOTA NORTE,BOGOTA,Noviembre,2026-11-23T00:00:00,2023,,Victor Alfonso Meneses Bayona,4.695886,-74.07204,Planta interna Morato,AA,12,OH_BOGALMATG_I_7360,2023-10-01T00:00:00,BOGOTA NORTE,BOGOTA,Zona1,S17244
OLT_FTTH_S17245_04,OLT_FTTH,ISAM7360 OH_BOGALMCOD_I_7360_53000_MARRUECOS_4 / OLT_FTTH / OLT_FTTH_S17245_04,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17245,CL 50 A SUR # 7 - 57,P_2,OPERATING,S17245,53000_MARRUECOS,COLTEL,O_CAMBO,10.37.53.194,OH_BOGALMCOD_I_7360_53000_Marruecos_4,10.37.53.194 - OH_BOGALMCOD_I_7360_53000_Marruecos_4,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","303,00",",00","304,00",",00",",00","152,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 3,BOGOTA 3,BOGOTA SUR,BOGOTA,Diciembre,dic-22,2022,,Joan Manuel Mendoza zAlvare,4.557297,-74.121406,Transmision,F,8,OH_BOGALMCOD_I_7360,2022-11-01T00:00:00,BOGOTA SUR,BOGOTA,Zona1,S17244
OLT_FTTH_S17245_05,OLT_FTTH,ISAM7360 OH_BOGALMCOE_I_7360_53000_MARRUECOS_5 / OLT_FTTH / OLT_FTTH_S17245_05,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17245,CL 50 A SUR # 7 - 57,P_2,OPERATING,S17245,53000_MARRUECOS,COLTEL,O_CAMBO,10.37.54.54,OH_BOGALMCOE_I_7360_53000_Marruecos_5,10.37.54.54 - OH_BOGALMCOE_I_7360_53000_Marruecos_5,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","26,00",",00","26,00",",00",",00","10,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 3,BOGOTA 3,BOGOTA SUR,BOGOTA,Abril,abr-23,2023,,Joan Manuel Mendoza zAlvare,4.557297,-74.121406,Transmision ,12,9B,OH_BOGALMCOE_I_7360,2023-03-01T00:00:00,BOGOTA SUR,BOGOTA,Zona1,S17213
OLT_FTTH_S17245_06,OLT_FTTH,ISAM7360 OH_BOGALMCOF_I_7360_53000_MARRUECOS_6 / OLT_FTTH / OLT_FTTH_S17245_06,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17245,CL 50 A SUR # 7 - 57,P_2,OPERATING,S17245,53000_MARRUECOS,COLTEL,O_CAMBO,10.37.55.46,OH_BOGALMCOF_I_7360_53000_Marruecos_6,10.37.55.46 - OH_BOGALMCOF_I_7360_53000_Marruecos_6,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","44,00",",00","44,00",",00",",00","21,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 3,BOGOTA 3,BOGOTA SUR,BOGOTA,Septiembre,2026-09-23T00:00:00,2023,,Joan Manuel Mendoza zAlvare,4.557297,-74.121406,,,,OH_BOGALMCOF_I_7360,2023-08-01T00:00:00,BOGOTA SUR,BOGOTA,Zona1,S17213
